strikePrice,expiryDate,PE,CE
18250,28-Sep-2023,"{'strikePrice': 18250, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE18250.00', 'openInterest': 630, 'changeinOpenInterest': 248, 'pchangeinOpenInterest': 64.92146596858639, 'totalTradedVolume': 1722, 'impliedVolatility': 14.91, 'lastPrice': 12.45, 'change': -6.199999999999999, 'pChange': -33.24396782841823, 'totalBuyQuantity': 63000, 'totalSellQuantity': 13500, 'bidQty': 100, 'bidprice': 12.5, 'askQty': 500, 'askPrice': 12.55, 'underlyingValue': 19435.3}","{'strikePrice': 18250, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE18250.00', 'openInterest': 1, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 1338.95, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 6950, 'totalSellQuantity': 6950, 'bidQty': 1500, 'bidprice': 1118.95, 'askQty': 1500, 'askPrice': 1331.15, 'underlyingValue': 19435.3}"
18300,28-Sep-2023,"{'strikePrice': 18300, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE18300.00', 'openInterest': 21031, 'changeinOpenInterest': 1555, 'pchangeinOpenInterest': 7.984185664407476, 'totalTradedVolume': 25150, 'impliedVolatility': 14.8, 'lastPrice': 14.55, 'change': -5.849999999999998, 'pChange': -28.676470588235286, 'totalBuyQuantity': 55550, 'totalSellQuantity': 15550, 'bidQty': 1250, 'bidprice': 14.2, 'askQty': 500, 'askPrice': 14.55, 'underlyingValue': 19435.3}","{'strikePrice': 18300, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE18300.00', 'openInterest': 609, 'changeinOpenInterest': 19, 'pchangeinOpenInterest': 3.2203389830508473, 'totalTradedVolume': 172, 'impliedVolatility': 0, 'lastPrice': 1220.4, 'change': 82.35000000000014, 'pChange': 7.236061684460274, 'totalBuyQuantity': 7250, 'totalSellQuantity': 8300, 'bidQty': 50, 'bidprice': 1219.55, 'askQty': 50, 'askPrice': 1225.35, 'underlyingValue': 19435.3}"
18350,28-Sep-2023,"{'strikePrice': 18350, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE18350.00', 'openInterest': 748, 'changeinOpenInterest': -233, 'pchangeinOpenInterest': -23.751274209989806, 'totalTradedVolume': 1696, 'impliedVolatility': 14.4, 'lastPrice': 15, 'change': -8.2, 'pChange': -35.3448275862069, 'totalBuyQuantity': 49400, 'totalSellQuantity': 3950, 'bidQty': 100, 'bidprice': 14.5, 'askQty': 50, 'askPrice': 21.25, 'underlyingValue': 19435.3}","{'strikePrice': 18350, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE18350.00', 'openInterest': 21, 'changeinOpenInterest': 20, 'pchangeinOpenInterest': 2000, 'totalTradedVolume': 81, 'impliedVolatility': 0, 'lastPrice': 1156.9, 'change': -76.25, 'pChange': -6.1833515792888125, 'totalBuyQuantity': 6650, 'totalSellQuantity': 6150, 'bidQty': 200, 'bidprice': 1050.5, 'askQty': 200, 'askPrice': 1233.15, 'underlyingValue': 19435.3}"
18400,28-Sep-2023,"{'strikePrice': 18400, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE18400.00', 'openInterest': 16388, 'changeinOpenInterest': 2148, 'pchangeinOpenInterest': 15.084269662921349, 'totalTradedVolume': 18866, 'impliedVolatility': 14.14, 'lastPrice': 16.2, 'change': -8.3, 'pChange': -33.87755102040816, 'totalBuyQuantity': 53850, 'totalSellQuantity': 12850, 'bidQty': 800, 'bidprice': 16, 'askQty': 50, 'askPrice': 16.2, 'underlyingValue': 19435.3}","{'strikePrice': 18400, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE18400.00', 'openInterest': 636, 'changeinOpenInterest': 3, 'pchangeinOpenInterest': 0.47393364928909953, 'totalTradedVolume': 25, 'impliedVolatility': 0, 'lastPrice': 1121, 'change': 77.5, 'pChange': 7.426928605654048, 'totalBuyQuantity': 6450, 'totalSellQuantity': 8450, 'bidQty': 50, 'bidprice': 1121.8, 'askQty': 50, 'askPrice': 1135.1, 'underlyingValue': 19435.3}"
18450,28-Sep-2023,"{'strikePrice': 18450, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE18450.00', 'openInterest': 2090, 'changeinOpenInterest': 426, 'pchangeinOpenInterest': 25.60096153846154, 'totalTradedVolume': 4239, 'impliedVolatility': 13.87, 'lastPrice': 17.55, 'change': -9.599999999999998, 'pChange': -35.35911602209944, 'totalBuyQuantity': 46900, 'totalSellQuantity': 7350, 'bidQty': 400, 'bidprice': 17.4, 'askQty': 500, 'askPrice': 18.25, 'underlyingValue': 19435.3}","{'strikePrice': 18450, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE18450.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 6700, 'totalSellQuantity': 6700, 'bidQty': 1500, 'bidprice': 932.7, 'askQty': 1500, 'askPrice': 1133.05, 'underlyingValue': 19435.3}"
18500,28-Sep-2023,"{'strikePrice': 18500, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE18500.00', 'openInterest': 53447, 'changeinOpenInterest': 2551, 'pchangeinOpenInterest': 5.012181703866709, 'totalTradedVolume': 41691, 'impliedVolatility': 13.85, 'lastPrice': 20.7, 'change': -10.850000000000001, 'pChange': -34.389857369255154, 'totalBuyQuantity': 112650, 'totalSellQuantity': 25350, 'bidQty': 1600, 'bidprice': 20.5, 'askQty': 100, 'askPrice': 20.7, 'underlyingValue': 19435.3}","{'strikePrice': 18500, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE18500.00', 'openInterest': 6550, 'changeinOpenInterest': -241, 'pchangeinOpenInterest': -3.548814607568841, 'totalTradedVolume': 1208, 'impliedVolatility': 0, 'lastPrice': 1029.2, 'change': 84.45000000000005, 'pChange': 8.938872717650177, 'totalBuyQuantity': 7550, 'totalSellQuantity': 5300, 'bidQty': 50, 'bidprice': 1028.45, 'askQty': 50, 'askPrice': 1034.05, 'underlyingValue': 19435.3}"
18550,28-Sep-2023,"{'strikePrice': 18550, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE18550.00', 'openInterest': 1569, 'changeinOpenInterest': 659, 'pchangeinOpenInterest': 72.41758241758242, 'totalTradedVolume': 3383, 'impliedVolatility': 13.5, 'lastPrice': 21.7, 'change': -11.849999999999998, 'pChange': -35.3204172876304, 'totalBuyQuantity': 47000, 'totalSellQuantity': 4500, 'bidQty': 50, 'bidprice': 21.5, 'askQty': 50, 'askPrice': 21.9, 'underlyingValue': 19435.3}","{'strikePrice': 18550, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE18550.00', 'openInterest': 23, 'changeinOpenInterest': 4, 'pchangeinOpenInterest': 21.05263157894737, 'totalTradedVolume': 6, 'impliedVolatility': 0, 'lastPrice': 975.45, 'change': 73.30000000000007, 'pChange': 8.12503463947238, 'totalBuyQuantity': 6200, 'totalSellQuantity': 5950, 'bidQty': 50, 'bidprice': 975.8, 'askQty': 650, 'askPrice': 995.15, 'underlyingValue': 19435.3}"
18600,28-Sep-2023,"{'strikePrice': 18600, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE18600.00', 'openInterest': 22805, 'changeinOpenInterest': 4200, 'pchangeinOpenInterest': 22.574576726686374, 'totalTradedVolume': 24545, 'impliedVolatility': 13.22, 'lastPrice': 23.5, 'change': -13.799999999999997, 'pChange': -36.997319034852545, 'totalBuyQuantity': 46250, 'totalSellQuantity': 52500, 'bidQty': 150, 'bidprice': 23.55, 'askQty': 1000, 'askPrice': 24.05, 'underlyingValue': 19435.3}","{'strikePrice': 18600, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE18600.00', 'openInterest': 369, 'changeinOpenInterest': 8, 'pchangeinOpenInterest': 2.21606648199446, 'totalTradedVolume': 37, 'impliedVolatility': 0, 'lastPrice': 935, 'change': 79.29999999999995, 'pChange': 9.267266565385059, 'totalBuyQuantity': 9200, 'totalSellQuantity': 6650, 'bidQty': 50, 'bidprice': 930.1, 'askQty': 150, 'askPrice': 937.3, 'underlyingValue': 19435.3}"
18650,28-Sep-2023,"{'strikePrice': 18650, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE18650.00', 'openInterest': 1939, 'changeinOpenInterest': 668, 'pchangeinOpenInterest': 52.55704169944925, 'totalTradedVolume': 3767, 'impliedVolatility': 13.01, 'lastPrice': 26, 'change': -16.6, 'pChange': -38.967136150234744, 'totalBuyQuantity': 37750, 'totalSellQuantity': 8450, 'bidQty': 1300, 'bidprice': 25.9, 'askQty': 150, 'askPrice': 26.15, 'underlyingValue': 19435.3}","{'strikePrice': 18650, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE18650.00', 'openInterest': 48, 'changeinOpenInterest': 4, 'pchangeinOpenInterest': 9.090909090909092, 'totalTradedVolume': 4, 'impliedVolatility': 0, 'lastPrice': 881.2, 'change': 89.75, 'pChange': 11.339945669341082, 'totalBuyQuantity': 5600, 'totalSellQuantity': 3250, 'bidQty': 400, 'bidprice': 875.6, 'askQty': 200, 'askPrice': 908.85, 'underlyingValue': 19435.3}"
18700,28-Sep-2023,"{'strikePrice': 18700, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE18700.00', 'openInterest': 23975, 'changeinOpenInterest': 1144, 'pchangeinOpenInterest': 5.010731023608252, 'totalTradedVolume': 29915, 'impliedVolatility': 12.84, 'lastPrice': 28.95, 'change': -17.500000000000004, 'pChange': -37.674919268030145, 'totalBuyQuantity': 48050, 'totalSellQuantity': 23800, 'bidQty': 350, 'bidprice': 28.95, 'askQty': 150, 'askPrice': 29.05, 'underlyingValue': 19435.3}","{'strikePrice': 18700, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE18700.00', 'openInterest': 508, 'changeinOpenInterest': 28, 'pchangeinOpenInterest': 5.833333333333333, 'totalTradedVolume': 154, 'impliedVolatility': 0, 'lastPrice': 849.05, 'change': 85.94999999999993, 'pChange': 11.263268247936042, 'totalBuyQuantity': 7850, 'totalSellQuantity': 7350, 'bidQty': 100, 'bidprice': 840.05, 'askQty': 50, 'askPrice': 848.9, 'underlyingValue': 19435.3}"
18750,28-Sep-2023,"{'strikePrice': 18750, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE18750.00', 'openInterest': 5729, 'changeinOpenInterest': 3911, 'pchangeinOpenInterest': 215.12651265126513, 'totalTradedVolume': 10182, 'impliedVolatility': 12.66, 'lastPrice': 32.6, 'change': -19.1, 'pChange': -36.94390715667312, 'totalBuyQuantity': 34450, 'totalSellQuantity': 2800, 'bidQty': 50, 'bidprice': 32, 'askQty': 50, 'askPrice': 33.95, 'underlyingValue': 19435.3}","{'strikePrice': 18750, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE18750.00', 'openInterest': 137, 'changeinOpenInterest': 3, 'pchangeinOpenInterest': 2.2388059701492535, 'totalTradedVolume': 11, 'impliedVolatility': 0, 'lastPrice': 793.05, 'change': 92.79999999999995, 'pChange': 13.2524098536237, 'totalBuyQuantity': 6850, 'totalSellQuantity': 8200, 'bidQty': 50, 'bidprice': 788.5, 'askQty': 50, 'askPrice': 804.25, 'underlyingValue': 19435.3}"
18800,28-Sep-2023,"{'strikePrice': 18800, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE18800.00', 'openInterest': 33892, 'changeinOpenInterest': 2779, 'pchangeinOpenInterest': 8.931957702568058, 'totalTradedVolume': 43200, 'impliedVolatility': 12.58, 'lastPrice': 37.75, 'change': -20.6, 'pChange': -35.30419880034276, 'totalBuyQuantity': 48700, 'totalSellQuantity': 47700, 'bidQty': 2450, 'bidprice': 37.5, 'askQty': 50, 'askPrice': 37.65, 'underlyingValue': 19435.3}","{'strikePrice': 18800, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE18800.00', 'openInterest': 1949, 'changeinOpenInterest': 38, 'pchangeinOpenInterest': 1.9884877027734171, 'totalTradedVolume': 750, 'impliedVolatility': 0, 'lastPrice': 751.15, 'change': 78.94999999999993, 'pChange': 11.745016364177317, 'totalBuyQuantity': 5100, 'totalSellQuantity': 4750, 'bidQty': 450, 'bidprice': 750, 'askQty': 50, 'askPrice': 756.95, 'underlyingValue': 19435.3}"
18850,28-Sep-2023,"{'strikePrice': 18850, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE18850.00', 'openInterest': 2665, 'changeinOpenInterest': 615, 'pchangeinOpenInterest': 30, 'totalTradedVolume': 5683, 'impliedVolatility': 12.42, 'lastPrice': 42.1, 'change': -22.9, 'pChange': -35.230769230769226, 'totalBuyQuantity': 18950, 'totalSellQuantity': 600, 'bidQty': 50, 'bidprice': 41.05, 'askQty': 50, 'askPrice': 46.85, 'underlyingValue': 19435.3}","{'strikePrice': 18850, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE18850.00', 'openInterest': 73, 'changeinOpenInterest': 11, 'pchangeinOpenInterest': 17.741935483870968, 'totalTradedVolume': 19, 'impliedVolatility': 0, 'lastPrice': 703.35, 'change': 62.700000000000045, 'pChange': 9.786935143994388, 'totalBuyQuantity': 6500, 'totalSellQuantity': 6250, 'bidQty': 200, 'bidprice': 701.5, 'askQty': 50, 'askPrice': 712, 'underlyingValue': 19435.3}"
18900,28-Sep-2023,"{'strikePrice': 18900, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE18900.00', 'openInterest': 24212, 'changeinOpenInterest': 3596, 'pchangeinOpenInterest': 17.442762902599924, 'totalTradedVolume': 29042, 'impliedVolatility': 12.25, 'lastPrice': 47.15, 'change': -25.800000000000004, 'pChange': -35.36668951336532, 'totalBuyQuantity': 25900, 'totalSellQuantity': 11050, 'bidQty': 200, 'bidprice': 46.95, 'askQty': 50, 'askPrice': 47.45, 'underlyingValue': 19435.3}","{'strikePrice': 18900, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE18900.00', 'openInterest': 2718, 'changeinOpenInterest': -34, 'pchangeinOpenInterest': -1.2354651162790697, 'totalTradedVolume': 802, 'impliedVolatility': 0, 'lastPrice': 661.85, 'change': 72, 'pChange': 12.206493176231245, 'totalBuyQuantity': 5400, 'totalSellQuantity': 4650, 'bidQty': 50, 'bidprice': 657.45, 'askQty': 100, 'askPrice': 662, 'underlyingValue': 19435.3}"
18950,28-Sep-2023,"{'strikePrice': 18950, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE18950.00', 'openInterest': 3745, 'changeinOpenInterest': 1093, 'pchangeinOpenInterest': 41.21417797888386, 'totalTradedVolume': 5263, 'impliedVolatility': 12.12, 'lastPrice': 53.3, 'change': -29.5, 'pChange': -35.6280193236715, 'totalBuyQuantity': 8050, 'totalSellQuantity': 1500, 'bidQty': 50, 'bidprice': 51.45, 'askQty': 200, 'askPrice': 54, 'underlyingValue': 19435.3}","{'strikePrice': 18950, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE18950.00', 'openInterest': 151, 'changeinOpenInterest': 92, 'pchangeinOpenInterest': 155.9322033898305, 'totalTradedVolume': 177, 'impliedVolatility': 0, 'lastPrice': 609.1, 'change': 53.55000000000007, 'pChange': 9.639096390963923, 'totalBuyQuantity': 6600, 'totalSellQuantity': 6000, 'bidQty': 600, 'bidprice': 606.55, 'askQty': 1450, 'askPrice': 656.6, 'underlyingValue': 19435.3}"
19000,28-Sep-2023,"{'strikePrice': 19000, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE19000.00', 'openInterest': 130865, 'changeinOpenInterest': 2517, 'pchangeinOpenInterest': 1.961074578489731, 'totalTradedVolume': 83513, 'impliedVolatility': 12.12, 'lastPrice': 62, 'change': -32.400000000000006, 'pChange': -34.32203389830509, 'totalBuyQuantity': 48000, 'totalSellQuantity': 60650, 'bidQty': 950, 'bidprice': 62, 'askQty': 200, 'askPrice': 63.4, 'underlyingValue': 19435.3}","{'strikePrice': 19000, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE19000.00', 'openInterest': 32044, 'changeinOpenInterest': -816, 'pchangeinOpenInterest': -2.483262325015216, 'totalTradedVolume': 8966, 'impliedVolatility': 6.7, 'lastPrice': 582.55, 'change': 71.44999999999993, 'pChange': 13.979651731559366, 'totalBuyQuantity': 17900, 'totalSellQuantity': 10400, 'bidQty': 200, 'bidprice': 576.1, 'askQty': 50, 'askPrice': 582.6, 'underlyingValue': 19435.3}"
19050,28-Sep-2023,"{'strikePrice': 19050, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE19050.00', 'openInterest': 3108, 'changeinOpenInterest': 1094, 'pchangeinOpenInterest': 54.319761668321746, 'totalTradedVolume': 5383, 'impliedVolatility': 11.92, 'lastPrice': 68.85, 'change': -33.75, 'pChange': -32.89473684210527, 'totalBuyQuantity': 7900, 'totalSellQuantity': 2400, 'bidQty': 50, 'bidprice': 67.65, 'askQty': 50, 'askPrice': 73.9, 'underlyingValue': 19435.3}","{'strikePrice': 19050, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE19050.00', 'openInterest': 196, 'changeinOpenInterest': 59, 'pchangeinOpenInterest': 43.065693430656935, 'totalTradedVolume': 185, 'impliedVolatility': 6.45, 'lastPrice': 534.25, 'change': 68, 'pChange': 14.584450402144771, 'totalBuyQuantity': 7250, 'totalSellQuantity': 6000, 'bidQty': 200, 'bidprice': 526.3, 'askQty': 50, 'askPrice': 549.7, 'underlyingValue': 19435.3}"
19100,28-Sep-2023,"{'strikePrice': 19100, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE19100.00', 'openInterest': 21001, 'changeinOpenInterest': 3697, 'pchangeinOpenInterest': 21.365002311604254, 'totalTradedVolume': 27167, 'impliedVolatility': 11.79, 'lastPrice': 77.45, 'change': -37.05, 'pChange': -32.35807860262008, 'totalBuyQuantity': 13900, 'totalSellQuantity': 13350, 'bidQty': 150, 'bidprice': 76.05, 'askQty': 50, 'askPrice': 77.5, 'underlyingValue': 19435.3}","{'strikePrice': 19100, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE19100.00', 'openInterest': 2806, 'changeinOpenInterest': -199, 'pchangeinOpenInterest': -6.6222961730449255, 'totalTradedVolume': 2270, 'impliedVolatility': 7.45, 'lastPrice': 496.85, 'change': 64.80000000000001, 'pChange': 14.998264089804422, 'totalBuyQuantity': 10600, 'totalSellQuantity': 5650, 'bidQty': 200, 'bidprice': 483.85, 'askQty': 50, 'askPrice': 496.95, 'underlyingValue': 19435.3}"
19150,28-Sep-2023,"{'strikePrice': 19150, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE19150.00', 'openInterest': 2440, 'changeinOpenInterest': 966, 'pchangeinOpenInterest': 65.5359565807327, 'totalTradedVolume': 4479, 'impliedVolatility': 11.52, 'lastPrice': 84.8, 'change': -42.85000000000001, 'pChange': -33.56835095965531, 'totalBuyQuantity': 8900, 'totalSellQuantity': 6350, 'bidQty': 50, 'bidprice': 84.7, 'askQty': 50, 'askPrice': 89.95, 'underlyingValue': 19435.3}","{'strikePrice': 19150, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE19150.00', 'openInterest': 469, 'changeinOpenInterest': 81, 'pchangeinOpenInterest': 20.876288659793815, 'totalTradedVolume': 599, 'impliedVolatility': 7.48, 'lastPrice': 453.8, 'change': 58.150000000000034, 'pChange': 14.697333501832437, 'totalBuyQuantity': 6700, 'totalSellQuantity': 6000, 'bidQty': 200, 'bidprice': 445.5, 'askQty': 50, 'askPrice': 469.6, 'underlyingValue': 19435.3}"
19200,28-Sep-2023,"{'strikePrice': 19200, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE19200.00', 'openInterest': 31433, 'changeinOpenInterest': 1647, 'pchangeinOpenInterest': 5.529443362653596, 'totalTradedVolume': 56618, 'impliedVolatility': 11.43, 'lastPrice': 96.15, 'change': -45.650000000000006, 'pChange': -32.19322990126939, 'totalBuyQuantity': 27400, 'totalSellQuantity': 57350, 'bidQty': 100, 'bidprice': 96.25, 'askQty': 50, 'askPrice': 96.75, 'underlyingValue': 19435.3}","{'strikePrice': 19200, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE19200.00', 'openInterest': 6245, 'changeinOpenInterest': -1133, 'pchangeinOpenInterest': -15.356465166711846, 'totalTradedVolume': 15191, 'impliedVolatility': 7.7, 'lastPrice': 414.8, 'change': 53.30000000000001, 'pChange': 14.744121715076075, 'totalBuyQuantity': 21550, 'totalSellQuantity': 8550, 'bidQty': 50, 'bidprice': 413.05, 'askQty': 1150, 'askPrice': 415, 'underlyingValue': 19435.3}"
19250,28-Sep-2023,"{'strikePrice': 19250, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE19250.00', 'openInterest': 4381, 'changeinOpenInterest': -972, 'pchangeinOpenInterest': -18.158042219316272, 'totalTradedVolume': 11563, 'impliedVolatility': 11.31, 'lastPrice': 108.05, 'change': -49.89999999999999, 'pChange': -31.592276036720477, 'totalBuyQuantity': 8850, 'totalSellQuantity': 10950, 'bidQty': 50, 'bidprice': 108.4, 'askQty': 200, 'askPrice': 108.85, 'underlyingValue': 19435.3}","{'strikePrice': 19250, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE19250.00', 'openInterest': 2738, 'changeinOpenInterest': -865, 'pchangeinOpenInterest': -24.007771301693033, 'totalTradedVolume': 6594, 'impliedVolatility': 7.9, 'lastPrice': 377.75, 'change': 52.35000000000002, 'pChange': 16.087891825445613, 'totalBuyQuantity': 17850, 'totalSellQuantity': 5050, 'bidQty': 50, 'bidprice': 377, 'askQty': 200, 'askPrice': 378, 'underlyingValue': 19435.3}"
19300,28-Sep-2023,"{'strikePrice': 19300, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE19300.00', 'openInterest': 37893, 'changeinOpenInterest': 961, 'pchangeinOpenInterest': 2.6020794974547816, 'totalTradedVolume': 66908, 'impliedVolatility': 11.31, 'lastPrice': 123.4, 'change': -50.400000000000006, 'pChange': -28.99884925201381, 'totalBuyQuantity': 29350, 'totalSellQuantity': 62150, 'bidQty': 700, 'bidprice': 123.4, 'askQty': 100, 'askPrice': 123.75, 'underlyingValue': 19435.3}","{'strikePrice': 19300, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE19300.00', 'openInterest': 24175, 'changeinOpenInterest': -3162, 'pchangeinOpenInterest': -11.566741046932728, 'totalTradedVolume': 51018, 'impliedVolatility': 8.14, 'lastPrice': 344, 'change': 46.89999999999998, 'pChange': 15.785930663076398, 'totalBuyQuantity': 30800, 'totalSellQuantity': 9200, 'bidQty': 50, 'bidprice': 341.6, 'askQty': 50, 'askPrice': 343.9, 'underlyingValue': 19435.3}"
