strikePrice,expiryDate,PE,CE
19350,28-Sep-2023,"{'strikePrice': 19350, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE19350.00', 'openInterest': 3923, 'changeinOpenInterest': 1116, 'pchangeinOpenInterest': 39.75774848592804, 'totalTradedVolume': 14413, 'impliedVolatility': 11.2, 'lastPrice': 138.2, 'change': -55.150000000000006, 'pChange': -28.523403154900446, 'totalBuyQuantity': 8650, 'totalSellQuantity': 15250, 'bidQty': 500, 'bidprice': 138.2, 'askQty': 50, 'askPrice': 138.5, 'underlyingValue': 19435.3}","{'strikePrice': 19350, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE19350.00', 'openInterest': 2654, 'changeinOpenInterest': 250, 'pchangeinOpenInterest': 10.399334442595674, 'totalTradedVolume': 7915, 'impliedVolatility': 8.48, 'lastPrice': 314.5, 'change': 50.60000000000002, 'pChange': 19.173929518757117, 'totalBuyQuantity': 21200, 'totalSellQuantity': 5450, 'bidQty': 200, 'bidprice': 305.55, 'askQty': 50, 'askPrice': 309.85, 'underlyingValue': 19435.3}"
19400,28-Sep-2023,"{'strikePrice': 19400, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE19400.00', 'openInterest': 41960, 'changeinOpenInterest': 2057, 'pchangeinOpenInterest': 5.1550008771270335, 'totalTradedVolume': 82967, 'impliedVolatility': 11.11, 'lastPrice': 152, 'change': -60.05000000000001, 'pChange': -28.3187927375619, 'totalBuyQuantity': 17950, 'totalSellQuantity': 56100, 'bidQty': 50, 'bidprice': 153.2, 'askQty': 50, 'askPrice': 154.95, 'underlyingValue': 19435.3}","{'strikePrice': 19400, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE19400.00', 'openInterest': 30414, 'changeinOpenInterest': -890, 'pchangeinOpenInterest': -2.843087145412727, 'totalTradedVolume': 74534, 'impliedVolatility': 8.06, 'lastPrice': 273.05, 'change': 38.400000000000006, 'pChange': 16.364798636266784, 'totalBuyQuantity': 32850, 'totalSellQuantity': 17150, 'bidQty': 550, 'bidprice': 273, 'askQty': 50, 'askPrice': 274, 'underlyingValue': 19435.3}"
19450,28-Sep-2023,"{'strikePrice': 19450, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE19450.00', 'openInterest': 2542, 'changeinOpenInterest': 436, 'pchangeinOpenInterest': 20.70275403608737, 'totalTradedVolume': 6717, 'impliedVolatility': 10.98, 'lastPrice': 172.05, 'change': -64.94999999999999, 'pChange': -27.405063291139236, 'totalBuyQuantity': 8200, 'totalSellQuantity': 5850, 'bidQty': 50, 'bidprice': 172.05, 'askQty': 50, 'askPrice': 174.95, 'underlyingValue': 19435.3}","{'strikePrice': 19450, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE19450.00', 'openInterest': 2435, 'changeinOpenInterest': 488, 'pchangeinOpenInterest': 25.064201335387775, 'totalTradedVolume': 5824, 'impliedVolatility': 8.18, 'lastPrice': 243.9, 'change': 37.599999999999994, 'pChange': 18.225884634028112, 'totalBuyQuantity': 20000, 'totalSellQuantity': 4700, 'bidQty': 50, 'bidprice': 241.85, 'askQty': 50, 'askPrice': 244.95, 'underlyingValue': 19435.3}"
19500,28-Sep-2023,"{'strikePrice': 19500, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE19500.00', 'openInterest': 61527, 'changeinOpenInterest': 8123, 'pchangeinOpenInterest': 15.210471125758371, 'totalTradedVolume': 76336, 'impliedVolatility': 11.02, 'lastPrice': 194.45, 'change': -69.65000000000003, 'pChange': -26.372586141613034, 'totalBuyQuantity': 353200, 'totalSellQuantity': 53600, 'bidQty': 50, 'bidprice': 194.05, 'askQty': 1000, 'askPrice': 197, 'underlyingValue': 19435.3}","{'strikePrice': 19500, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE19500.00', 'openInterest': 40756, 'changeinOpenInterest': 1787, 'pchangeinOpenInterest': 4.585696322718058, 'totalTradedVolume': 67469, 'impliedVolatility': 8.18, 'lastPrice': 214.5, 'change': 31.19999999999999, 'pChange': 17.021276595744673, 'totalBuyQuantity': 45900, 'totalSellQuantity': 58100, 'bidQty': 50, 'bidprice': 213.15, 'askQty': 2300, 'askPrice': 214.9, 'underlyingValue': 19435.3}"
19550,28-Sep-2023,"{'strikePrice': 19550, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE19550.00', 'openInterest': 1122, 'changeinOpenInterest': 64, 'pchangeinOpenInterest': 6.049149338374291, 'totalTradedVolume': 2002, 'impliedVolatility': 11.01, 'lastPrice': 218.05, 'change': -68.5, 'pChange': -23.90507764787995, 'totalBuyQuantity': 15950, 'totalSellQuantity': 9450, 'bidQty': 50, 'bidprice': 216.85, 'askQty': 1600, 'askPrice': 217.8, 'underlyingValue': 19435.3}","{'strikePrice': 19550, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE19550.00', 'openInterest': 3201, 'changeinOpenInterest': 486, 'pchangeinOpenInterest': 17.900552486187845, 'totalTradedVolume': 4964, 'impliedVolatility': 8.22, 'lastPrice': 188.35, 'change': 32.650000000000006, 'pChange': 20.96981374438022, 'totalBuyQuantity': 16700, 'totalSellQuantity': 5500, 'bidQty': 50, 'bidprice': 184.75, 'askQty': 300, 'askPrice': 188.6, 'underlyingValue': 19435.3}"
19600,28-Sep-2023,"{'strikePrice': 19600, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE19600.00', 'openInterest': 17436, 'changeinOpenInterest': 3040, 'pchangeinOpenInterest': 21.116976938038345, 'totalTradedVolume': 16208, 'impliedVolatility': 10.93, 'lastPrice': 240.95, 'change': -72.69999999999999, 'pChange': -23.178702375259043, 'totalBuyQuantity': 15200, 'totalSellQuantity': 19750, 'bidQty': 50, 'bidprice': 241.2, 'askQty': 150, 'askPrice': 242.2, 'underlyingValue': 19435.3}","{'strikePrice': 19600, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE19600.00', 'openInterest': 22528, 'changeinOpenInterest': 3292, 'pchangeinOpenInterest': 17.113745061343316, 'totalTradedVolume': 37140, 'impliedVolatility': 8.11, 'lastPrice': 161.3, 'change': 25.75, 'pChange': 18.996680191811137, 'totalBuyQuantity': 29400, 'totalSellQuantity': 17450, 'bidQty': 50, 'bidprice': 160.9, 'askQty': 200, 'askPrice': 161.3, 'underlyingValue': 19435.3}"
19650,28-Sep-2023,"{'strikePrice': 19650, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE19650.00', 'openInterest': 565, 'changeinOpenInterest': 6, 'pchangeinOpenInterest': 1.073345259391771, 'totalTradedVolume': 882, 'impliedVolatility': 10.99, 'lastPrice': 267.95, 'change': -74.85000000000002, 'pChange': -21.834889148191372, 'totalBuyQuantity': 14400, 'totalSellQuantity': 8550, 'bidQty': 1300, 'bidprice': 266.8, 'askQty': 1300, 'askPrice': 268.1, 'underlyingValue': 19435.3}","{'strikePrice': 19650, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE19650.00', 'openInterest': 2891, 'changeinOpenInterest': 1045, 'pchangeinOpenInterest': 56.608884073672805, 'totalTradedVolume': 6051, 'impliedVolatility': 8.05, 'lastPrice': 138.3, 'change': 23.950000000000017, 'pChange': 20.94446873633583, 'totalBuyQuantity': 32950, 'totalSellQuantity': 10950, 'bidQty': 100, 'bidprice': 136.3, 'askQty': 50, 'askPrice': 137.3, 'underlyingValue': 19435.3}"
19700,28-Sep-2023,"{'strikePrice': 19700, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE19700.00', 'openInterest': 13161, 'changeinOpenInterest': 508, 'pchangeinOpenInterest': 4.0148581364103375, 'totalTradedVolume': 5379, 'impliedVolatility': 10.94, 'lastPrice': 295.45, 'change': -78.30000000000001, 'pChange': -20.949832775919734, 'totalBuyQuantity': 58300, 'totalSellQuantity': 11400, 'bidQty': 50, 'bidprice': 295.45, 'askQty': 350, 'askPrice': 296, 'underlyingValue': 19435.3}","{'strikePrice': 19700, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE19700.00', 'openInterest': 20388, 'changeinOpenInterest': -1949, 'pchangeinOpenInterest': -8.72543313784304, 'totalTradedVolume': 39365, 'impliedVolatility': 8.02, 'lastPrice': 116.5, 'change': 19.099999999999994, 'pChange': 19.60985626283367, 'totalBuyQuantity': 62850, 'totalSellQuantity': 15450, 'bidQty': 8700, 'bidprice': 116.5, 'askQty': 50, 'askPrice': 116.85, 'underlyingValue': 19435.3}"
19750,28-Sep-2023,"{'strikePrice': 19750, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE19750.00', 'openInterest': 407, 'changeinOpenInterest': 54, 'pchangeinOpenInterest': 15.297450424929178, 'totalTradedVolume': 433, 'impliedVolatility': 10.89, 'lastPrice': 324.95, 'change': -82.90000000000003, 'pChange': -20.326100281966415, 'totalBuyQuantity': 9500, 'totalSellQuantity': 3850, 'bidQty': 50, 'bidprice': 322.15, 'askQty': 50, 'askPrice': 327.45, 'underlyingValue': 19435.3}","{'strikePrice': 19750, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE19750.00', 'openInterest': 4698, 'changeinOpenInterest': 2316, 'pchangeinOpenInterest': 97.22921914357683, 'totalTradedVolume': 8969, 'impliedVolatility': 7.85, 'lastPrice': 95.75, 'change': 16.650000000000006, 'pChange': 21.04930467762327, 'totalBuyQuantity': 46850, 'totalSellQuantity': 15450, 'bidQty': 50, 'bidprice': 95.05, 'askQty': 1800, 'askPrice': 95.9, 'underlyingValue': 19435.3}"
19800,28-Sep-2023,"{'strikePrice': 19800, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE19800.00', 'openInterest': 6669, 'changeinOpenInterest': 152, 'pchangeinOpenInterest': 2.3323615160349855, 'totalTradedVolume': 3569, 'impliedVolatility': 10.96, 'lastPrice': 358, 'change': -83.75, 'pChange': -18.9586870401811, 'totalBuyQuantity': 13800, 'totalSellQuantity': 9750, 'bidQty': 50, 'bidprice': 356.05, 'askQty': 150, 'askPrice': 358, 'underlyingValue': 19435.3}","{'strikePrice': 19800, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE19800.00', 'openInterest': 35005, 'changeinOpenInterest': 5865, 'pchangeinOpenInterest': 20.12697323266987, 'totalTradedVolume': 53090, 'impliedVolatility': 7.79, 'lastPrice': 78.4, 'change': 11.950000000000003, 'pChange': 17.983446200150492, 'totalBuyQuantity': 58950, 'totalSellQuantity': 10850, 'bidQty': 550, 'bidprice': 78.4, 'askQty': 200, 'askPrice': 80.3, 'underlyingValue': 19435.3}"
19850,28-Sep-2023,"{'strikePrice': 19850, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE19850.00', 'openInterest': 264, 'changeinOpenInterest': 39, 'pchangeinOpenInterest': 17.333333333333332, 'totalTradedVolume': 468, 'impliedVolatility': 11.06, 'lastPrice': 393.1, 'change': -85.69999999999999, 'pChange': -17.898913951545527, 'totalBuyQuantity': 10200, 'totalSellQuantity': 5450, 'bidQty': 50, 'bidprice': 384.3, 'askQty': 200, 'askPrice': 396.8, 'underlyingValue': 19435.3}","{'strikePrice': 19850, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE19850.00', 'openInterest': 8046, 'changeinOpenInterest': 5814, 'pchangeinOpenInterest': 260.48387096774195, 'totalTradedVolume': 15341, 'impliedVolatility': 7.81, 'lastPrice': 65, 'change': 10.450000000000003, 'pChange': 19.156736938588455, 'totalBuyQuantity': 53300, 'totalSellQuantity': 1750, 'bidQty': 50, 'bidprice': 60.15, 'askQty': 50, 'askPrice': 64.7, 'underlyingValue': 19435.3}"
19900,28-Sep-2023,"{'strikePrice': 19900, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE19900.00', 'openInterest': 2744, 'changeinOpenInterest': 558, 'pchangeinOpenInterest': 25.526075022872828, 'totalTradedVolume': 1529, 'impliedVolatility': 11.09, 'lastPrice': 428.1, 'change': -93.39999999999998, 'pChange': -17.909875359539782, 'totalBuyQuantity': 8650, 'totalSellQuantity': 8150, 'bidQty': 50, 'bidprice': 427.25, 'askQty': 50, 'askPrice': 431.95, 'underlyingValue': 19435.3}","{'strikePrice': 19900, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE19900.00', 'openInterest': 26934, 'changeinOpenInterest': 4264, 'pchangeinOpenInterest': 18.808998676665198, 'totalTradedVolume': 33678, 'impliedVolatility': 7.8, 'lastPrice': 52.55, 'change': 7.349999999999994, 'pChange': 16.26106194690264, 'totalBuyQuantity': 64150, 'totalSellQuantity': 71150, 'bidQty': 200, 'bidprice': 52.45, 'askQty': 50, 'askPrice': 53.15, 'underlyingValue': 19435.3}"
19950,28-Sep-2023,"{'strikePrice': 19950, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE19950.00', 'openInterest': 168, 'changeinOpenInterest': 1, 'pchangeinOpenInterest': 0.5988023952095808, 'totalTradedVolume': 25, 'impliedVolatility': 12.11, 'lastPrice': 482.2, 'change': -77.94999999999999, 'pChange': -13.915915379808979, 'totalBuyQuantity': 6200, 'totalSellQuantity': 5900, 'bidQty': 50, 'bidprice': 463.7, 'askQty': 200, 'askPrice': 479.05, 'underlyingValue': 19435.3}","{'strikePrice': 19950, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE19950.00', 'openInterest': 5979, 'changeinOpenInterest': 2276, 'pchangeinOpenInterest': 61.46367809883878, 'totalTradedVolume': 11317, 'impliedVolatility': 7.95, 'lastPrice': 45.1, 'change': 7.300000000000004, 'pChange': 19.312169312169324, 'totalBuyQuantity': 52150, 'totalSellQuantity': 11350, 'bidQty': 50, 'bidprice': 43.15, 'askQty': 300, 'askPrice': 45.2, 'underlyingValue': 19435.3}"
20000,28-Sep-2023,"{'strikePrice': 20000, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE20000.00', 'openInterest': 21018, 'changeinOpenInterest': 409, 'pchangeinOpenInterest': 1.9845698481246057, 'totalTradedVolume': 6742, 'impliedVolatility': 11.8, 'lastPrice': 513.25, 'change': -92.14999999999998, 'pChange': -15.22134126197555, 'totalBuyQuantity': 7300, 'totalSellQuantity': 16150, 'bidQty': 50, 'bidprice': 512, 'askQty': 100, 'askPrice': 513.25, 'underlyingValue': 19435.3}","{'strikePrice': 20000, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE20000.00', 'openInterest': 56687, 'changeinOpenInterest': 6124, 'pchangeinOpenInterest': 12.111623123627949, 'totalTradedVolume': 67239, 'impliedVolatility': 7.83, 'lastPrice': 35, 'change': 3.1499999999999986, 'pChange': 9.890109890109885, 'totalBuyQuantity': 79300, 'totalSellQuantity': 159800, 'bidQty': 400, 'bidprice': 34.8, 'askQty': 50, 'askPrice': 35.7, 'underlyingValue': 19435.3}"
20050,28-Sep-2023,"{'strikePrice': 20050, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE20050.00', 'openInterest': 70, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 663.6, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 5700, 'totalSellQuantity': 6100, 'bidQty': 950, 'bidprice': 539.7, 'askQty': 100, 'askPrice': 557.4, 'underlyingValue': 19435.3}","{'strikePrice': 20050, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE20050.00', 'openInterest': 3006, 'changeinOpenInterest': 1156, 'pchangeinOpenInterest': 62.486486486486484, 'totalTradedVolume': 8571, 'impliedVolatility': 7.8, 'lastPrice': 27.8, 'change': 2.650000000000002, 'pChange': 10.536779324055676, 'totalBuyQuantity': 58400, 'totalSellQuantity': 4500, 'bidQty': 50, 'bidprice': 27.3, 'askQty': 100, 'askPrice': 27.7, 'underlyingValue': 19435.3}"
20100,28-Sep-2023,"{'strikePrice': 20100, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE20100.00', 'openInterest': 586, 'changeinOpenInterest': 31, 'pchangeinOpenInterest': 5.585585585585585, 'totalTradedVolume': 409, 'impliedVolatility': 12.15, 'lastPrice': 595.65, 'change': -95.89999999999998, 'pChange': -13.867399320367287, 'totalBuyQuantity': 6650, 'totalSellQuantity': 8400, 'bidQty': 200, 'bidprice': 592.95, 'askQty': 50, 'askPrice': 601.85, 'underlyingValue': 19435.3}","{'strikePrice': 20100, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE20100.00', 'openInterest': 16111, 'changeinOpenInterest': 3385, 'pchangeinOpenInterest': 26.5990884802766, 'totalTradedVolume': 27211, 'impliedVolatility': 7.82, 'lastPrice': 21.4, 'change': 0.5, 'pChange': 2.3923444976076556, 'totalBuyQuantity': 68500, 'totalSellQuantity': 6700, 'bidQty': 50, 'bidprice': 21.75, 'askQty': 300, 'askPrice': 21.95, 'underlyingValue': 19435.3}"
20150,28-Sep-2023,"{'strikePrice': 20150, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE20150.00', 'openInterest': 1614, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 727.25, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 5250, 'totalSellQuantity': 5450, 'bidQty': 50, 'bidprice': 626.15, 'askQty': 50, 'askPrice': 651.65, 'underlyingValue': 19435.3}","{'strikePrice': 20150, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE20150.00', 'openInterest': 2021, 'changeinOpenInterest': 490, 'pchangeinOpenInterest': 32.00522534291313, 'totalTradedVolume': 3568, 'impliedVolatility': 7.81, 'lastPrice': 17.05, 'change': -0.05000000000000071, 'pChange': -0.2923976608187176, 'totalBuyQuantity': 51150, 'totalSellQuantity': 7500, 'bidQty': 50, 'bidprice': 16.9, 'askQty': 1300, 'askPrice': 18.85, 'underlyingValue': 19435.3}"
20200,28-Sep-2023,"{'strikePrice': 20200, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE20200.00', 'openInterest': 462, 'changeinOpenInterest': 4, 'pchangeinOpenInterest': 0.8733624454148472, 'totalTradedVolume': 199, 'impliedVolatility': 13.12, 'lastPrice': 690, 'change': -92.04999999999995, 'pChange': -11.770347164503542, 'totalBuyQuantity': 6100, 'totalSellQuantity': 7700, 'bidQty': 250, 'bidprice': 686.95, 'askQty': 100, 'askPrice': 694.75, 'underlyingValue': 19435.3}","{'strikePrice': 20200, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE20200.00', 'openInterest': 17024, 'changeinOpenInterest': 3313, 'pchangeinOpenInterest': 24.1630807380935, 'totalTradedVolume': 30433, 'impliedVolatility': 7.95, 'lastPrice': 14.25, 'change': -0.9000000000000004, 'pChange': -5.940594059405943, 'totalBuyQuantity': 72600, 'totalSellQuantity': 9950, 'bidQty': 200, 'bidprice': 14.1, 'askQty': 50, 'askPrice': 14.25, 'underlyingValue': 19435.3}"
20250,28-Sep-2023,"{'strikePrice': 20250, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE20250.00', 'openInterest': 48, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 858.5, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 6700, 'totalSellQuantity': 5300, 'bidQty': 1500, 'bidprice': 688.25, 'askQty': 50, 'askPrice': 744.35, 'underlyingValue': 19435.3}","{'strikePrice': 20250, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE20250.00', 'openInterest': 8677, 'changeinOpenInterest': 2437, 'pchangeinOpenInterest': 39.05448717948718, 'totalTradedVolume': 12403, 'impliedVolatility': 8.01, 'lastPrice': 11.4, 'change': -1.049999999999999, 'pChange': -8.433734939759029, 'totalBuyQuantity': 55100, 'totalSellQuantity': 1750, 'bidQty': 650, 'bidprice': 11.05, 'askQty': 50, 'askPrice': 11.75, 'underlyingValue': 19435.3}"
20300,28-Sep-2023,"{'strikePrice': 20300, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE20300.00', 'openInterest': 269, 'changeinOpenInterest': 11, 'pchangeinOpenInterest': 4.263565891472868, 'totalTradedVolume': 87, 'impliedVolatility': 14.11, 'lastPrice': 785.7, 'change': -93.54999999999995, 'pChange': -10.639749786750066, 'totalBuyQuantity': 5750, 'totalSellQuantity': 6000, 'bidQty': 100, 'bidprice': 782.35, 'askQty': 800, 'askPrice': 789.1, 'underlyingValue': 19435.3}","{'strikePrice': 20300, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE20300.00', 'openInterest': 18118, 'changeinOpenInterest': 3688, 'pchangeinOpenInterest': 25.557865557865558, 'totalTradedVolume': 22962, 'impliedVolatility': 8.31, 'lastPrice': 10.45, 'change': -2.0500000000000007, 'pChange': -16.400000000000006, 'totalBuyQuantity': 76100, 'totalSellQuantity': 12400, 'bidQty': 50, 'bidprice': 10.25, 'askQty': 1250, 'askPrice': 10.45, 'underlyingValue': 19435.3}"
20350,28-Sep-2023,"{'strikePrice': 20350, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE20350.00', 'openInterest': 66, 'changeinOpenInterest': 3, 'pchangeinOpenInterest': 4.761904761904762, 'totalTradedVolume': 3, 'impliedVolatility': 15.41, 'lastPrice': 845, 'change': -70.60000000000002, 'pChange': -7.710790738313676, 'totalBuyQuantity': 5450, 'totalSellQuantity': 6500, 'bidQty': 100, 'bidprice': 826.95, 'askQty': 50, 'askPrice': 840.25, 'underlyingValue': 19435.3}","{'strikePrice': 20350, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE20350.00', 'openInterest': 638, 'changeinOpenInterest': 195, 'pchangeinOpenInterest': 44.01805869074492, 'totalTradedVolume': 981, 'impliedVolatility': 8.43, 'lastPrice': 8.55, 'change': -2.1499999999999986, 'pChange': -20.093457943925223, 'totalBuyQuantity': 67450, 'totalSellQuantity': 12100, 'bidQty': 200, 'bidprice': 8.6, 'askQty': 1500, 'askPrice': 8.65, 'underlyingValue': 19435.3}"
20400,28-Sep-2023,"{'strikePrice': 20400, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE20400.00', 'openInterest': 139, 'changeinOpenInterest': 6, 'pchangeinOpenInterest': 4.511278195488722, 'totalTradedVolume': 28, 'impliedVolatility': 14.5, 'lastPrice': 874.65, 'change': -120.5, 'pChange': -12.108727327538563, 'totalBuyQuantity': 5000, 'totalSellQuantity': 5300, 'bidQty': 200, 'bidprice': 873.95, 'askQty': 500, 'askPrice': 887.25, 'underlyingValue': 19435.3}","{'strikePrice': 20400, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE20400.00', 'openInterest': 8821, 'changeinOpenInterest': 1494, 'pchangeinOpenInterest': 20.39033710932169, 'totalTradedVolume': 6800, 'impliedVolatility': 8.91, 'lastPrice': 8.95, 'change': -0.6500000000000004, 'pChange': -6.7708333333333375, 'totalBuyQuantity': 108200, 'totalSellQuantity': 8450, 'bidQty': 2000, 'bidprice': 7.5, 'askQty': 300, 'askPrice': 8.35, 'underlyingValue': 19435.3}"
20450,28-Sep-2023,"{'strikePrice': 20450, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023PE20450.00', 'openInterest': 48, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 912.65, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 5150, 'totalSellQuantity': 5150, 'bidQty': 200, 'bidprice': 910.4, 'askQty': 200, 'askPrice': 977.35, 'underlyingValue': 19435.3}","{'strikePrice': 20450, 'expiryDate': '28-Sep-2023', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-09-2023CE20450.00', 'openInterest': 597, 'changeinOpenInterest': -10, 'pchangeinOpenInterest': -1.6474464579901154, 'totalTradedVolume': 484, 'impliedVolatility': 8.87, 'lastPrice': 6.8, 'change': -1.8500000000000005, 'pChange': -21.387283236994225, 'totalBuyQuantity': 63650, 'totalSellQuantity': 4700, 'bidQty': 400, 'bidprice': 6.85, 'askQty': 1800, 'askPrice': 11.9, 'underlyingValue': 19435.3}"
